,all_day,close_date,close_time_h,close_time_i,close_time_s,companyNM,content_type,cycle,cycle_day,cycle_week,duration,for_tag,id,is_live,link,lite_archives_id,lite_archives_name,name,one_play,open_date,open_loop,open_time_h,open_time_i,open_time_s,play_mode,play_speed,play_time,play_time_h,play_time_i,play_time_s,play_time_unit,schedule_head_id,select_style_id,source,start,style,style_name,text_content,thumbnail,type,video_id,video_source,video_title,week
341,,,,,,BG Innovations,1,,,,,0,4613,,,,,RP6501-Demo,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":""3"",""font_color"":""#f1c232"",""background_color"":"""",""scroll_direction"":""left""}",Notice_2,Eat your vegs,,1,,,,
342,,,,,,BG Innovations,1,,,,,0,4613,,,,,RP6501-Demo,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":""3"",""font_color"":""#f1c232"",""background_color"":"""",""scroll_direction"":""left""}",Notice_2,Do your homework!,,1,,,,
343,,,,,,BG Innovations,1,,,,,0,4613,,,,,RP6501-Demo,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":""3"",""font_color"":""#f1c232"",""background_color"":"""",""scroll_direction"":""left""}",Notice_2,Get to work!,,1,,,,
344,,,8,8,0,Dunecrest,3,,,,200.0,1,1689,False,https://youtu.be/zzfaq96kLXI,[],,All device,,2019-05-09,,8,3,0,,,,,,,,,,,0.0,,,,,3,zzfaq96kLXI,1,Eagle News for May 9,
345,,2019-05-05,8,45,0,English College,3,day,1,1,56.0,1,1473,False,https://www.youtube.com/watch?v=M8ArIT7u4Fg,[],,All device,,2019-05-05,1,8,35,0,,,,,,,,,,,0.0,,,,,3,M8ArIT7u4Fg,1,United Arab Emirates National Anthem 'Ishy Bilady' Lyrics ARA ENG UAE,"['sun', 'mon', 'tue', 'wed', 'thu']"
346,,2019-05-05,8,45,0,English College,3,day,1,1,56.0,1,1473,False,https://www.youtube.com/watch?v=M8ArIT7u4Fg,[],,All device,,2019-05-05,1,8,35,0,,,,,,,,27429,,,0.0,,,,,3,M8ArIT7u4Fg,1,United Arab Emirates National Anthem 'Ishy Bilady' Lyrics ARA ENG UAE,
347,,,,,,臺中市爽文國民中學,1,,,,,1,2531,,,,,全部設備,,,,,,,2.0,,10,,,,i,,4860,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,TEST,,1,,,,
348,,,,,,臺中市爽文國民中學,1,,,,,1,2531,,,,,全部設備,,,,,,,2.0,,10,,,,i,,4860,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,111111,,1,,,,
349,,,,,,臺中市爽文國民中學,1,,,,,1,2531,,,,,全部設備,,,,,,,2.0,,10,,,,i,,4860,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,23124332542,,1,,,,
350,1,,,,,New Smart,1,,,,,0,5243,,,,,Al Aquila demo Panel,,2019-05-12,,,,,2.0,,,,,,,28028,,,,"{""font_size"":""2"",""font_color"":""#0b5394"",""background_color"":"""",""scroll_direction"":""left""}",Al Aquila demo Panel,WELCOME TO AL AQUILA SCHOOL,,1,,,,
351,1,,,,,New Smart,1,,,,,0,5243,,,,,Al Aquila demo Panel,,2019-05-12,,,,,2.0,,,,,,,,4869,,,"{""font_size"":""2"",""font_color"":""#0b5394"",""background_color"":"""",""scroll_direction"":""left""}",Al Aquila demo Panel,WELCOME TO AL AQUILA SCHOOL,,1,,,,
352,1,,,,,New Smart,1,,,,,0,5244,,,,,Al Aquila demo Panel,,2019-05-12,,,,,2.0,,,,,,,,4869,,,"{""font_size"":""2"",""font_color"":""#0b5394"",""background_color"":"""",""scroll_direction"":""left""}",Al Aquila demo Panel,Welcome,,1,,,,
353,,,8,8,0,Dunecrest,3,,,,168.0,1,1689,False,https://youtu.be/Ra98BT5e7PI,[],,All device,,2019-05-13,,8,3,0,,,,,,,,,,,0.0,,,,,3,Ra98BT5e7PI,1,Eagle News for May 13,
354,,,,,,Ipswich Girls' G,1,,,,,0,5255,,,,,Admin Meeting Room,,,,,,,1.0,,5,,,,i,,2687,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,Testing Broadcast,,1,,,,
355,,,,,,Ipswich Girls' G,3,,,,360.0,0,5255,False,https://www.youtube.com/watch?v=MK9Ky3JYtdk,[],,Admin Meeting Room,,,,,,,,,,0,6,0,,,,,0.0,,,,,3,MK9Ky3JYtdk,1,Shaney-Lee Performs 'Take Me Home Country Roads': Blinds 1 | The Voice Kids UK 2018,
356,,,8,8,0,Dunecrest,3,,,,255.0,1,1689,False,https://youtu.be/qfk2PcN1HII,[],,All device,,2019-05-16,,8,3,0,,,,,,,,,,,0.0,,,,,3,qfk2PcN1HII,1,May 16 Eagle News,
357,,,,,,臺北市仁愛國中,1,,,,,1,2545,,,,,3間專科教室(白板),,,,,,,1.0,,10,,,,i,,4233,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,66666666666,,1,,,,
358,,,,,,臺北市仁愛國中,1,,,,,0,4474,,,,,7D23-多元1,,,,,,,2.0,,10,,,,i,,4234,,,"{""font_size"":""2"",""font_color"":""#ff0000"",""background_color"":""#ffa2c4c9"",""scroll_direction"":""left""}",廣播0319-04,ytitityityi多元1,,1,,,,
359,,,,,,臺北市仁愛國中,1,,,,,0,4474,,,,,7D23-多元1,,,,,,,1.0,,5,,,,i,,4233,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,abcde,,1,,,,
360,,,,,,臺北市仁愛國中,1,,,,,0,4474,,,,,7D23-多元1,,,,,,,2.0,,10,,,,i,,4234,,,"{""font_size"":""2"",""font_color"":""#ff0000"",""background_color"":""#ffa2c4c9"",""scroll_direction"":""left""}",廣播0319-04,asdfggh,,1,,,,
361,,,,,,臺北市仁愛國中,1,,,,,0,4474,,,,,7D23-多元1,,,,,,,2.0,,10,,,,i,,4234,,,"{""font_size"":""2"",""font_color"":""#0000ff"",""background_color"":""#ffffff00"",""scroll_direction"":""left""}",廣播0319-04,welcome to renai~,,1,,,,
362,,,,,,臺北市仁愛國中,1,,,,,0,4474,,,,,7D23-多元1,,,,,,,1.0,,10,,,,i,,4233,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,test,,1,,,,
363,,,,,,臺北市仁愛國中,1,,,,,0,4474,,,,,7D23-多元1,,,,,,,2.0,,10,,,,i,,4234,,,"{""font_size"":""2"",""font_color"":""#0000ff"",""background_color"":""#ffffff00"",""scroll_direction"":""left""}",廣播0319-04,1234,,1,,,,
364,,,,,,Dunecrest,3,,,,3051.0,0,5279,False,https://www.youtube.com/watch?v=_UR-l3QI2nE,[],,Darien TV,,,,,,,,,,0,50,51,,,,,0.0,,,,,3,_UR-l3QI2nE,1,ABC SONG | ABC Songs for Children - 13 Alphabet Songs & 26 Videos,
365,,,,,,臺北市仁愛國中,1,,,,,0,4474,,,,,7D23-多元1,,,,,,,1.0,,10,,,,i,,4233,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,4567,,1,,,,
366,,,,,,臺北市仁愛國中,1,,,,,0,4474,,,,,7D23-多元1,,,,,,,1.0,,10,,,,i,,4904,,,"{""font_size"":""2"",""font_color"":""#000000"",""background_color"":"""",""text_align"":""center""}",888,888,,1,,,,
367,,,,,,Dunecrest,3,,,,2957.0,0,4691,False,https://www.youtube.com/watch?v=_UR-l3QI2nE&t=94s,[],,Veronica TV,,,,,,,,,,0,49,17,,,,,94.0,,,,,3,_UR-l3QI2nE,1,ABC SONG | ABC Songs for Children - 13 Alphabet Songs & 26 Videos,
368,,,,,,LIDO AS,2,,,,3.0,1,2474,,,['15083'],Kirsons_Maja_burgeri.JPG,All device,,,,,,,,3,,0,0,3,,,,,,,,,,2,,,,
369,,,,,,ITESM,1,,,,,0,5303,,,,,Pantalla LEYB 1,,,,,,,1.0,,10,,,,i,,4909,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,HOLA,,1,,,,
370,,,,,,ITESM,3,,,,164.0,0,5303,False,https://www.youtube.com/watch?v=Slv_zC3qvbI&t=14s,[],,Pantalla LEYB 1,,,,,,,,,,0,2,44,,,,,14.0,,,,,3,Slv_zC3qvbI,1,Determinaci?n de prote?na total por Bradford,
371,,,,,,臺中市爽文國民中學,1,,,,,0,5307,,,,,RP755S-3A1,,,,,,,2.0,,10,,,,i,,4860,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,test,,1,,,,
372,,,,,,臺中市爽文國民中學,1,,,,,1,2531,,,,,全部設備,,,,,,,1.0,,10,,,,i,,4859,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,test,,1,,,,
373,,,,,,臺中市爽文國民中學,1,,,,,1,2531,,,,,全部設備,,,,,,,2.0,,10,,,,i,,4860,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,test,,1,,,,
374,,,,,,臺中市爽文國民中學,2,,,,3.0,1,2531,,,['15105'],A.jpg,全部設備,,,,,,,,3,,0,0,3,,,,,,,,,,2,,,,
375,,,,,,臺中市爽文國民中學,2,,,,3.0,0,5310,,,['15105'],A.jpg,RP755S-3A5,,,,,,,,3,,0,0,3,,,,,,,,,,2,,,,
376,,,,,,臺中市爽文國民中學,2,,,,10.0,0,5310,,,['15105'],A.jpg,RP755S-3A5,,,,,,,,10,,0,0,50,,,,,,,,,,2,,,,
377,,,,,,臺中市爽文國民中學,3,,,,416.0,0,5310,False,https://www.youtube.com/watch?v=rD-T5pzH9b0,[],,RP755S-3A5,,,,,,,,,,0,6,56,,,,,0.0,,,,,3,rD-T5pzH9b0,1,盧廣仲 Crowd Lu【愛情怎麼了嗎 Self-complacent】Official Music Video,
378,,,,,,臺中市爽文國民中學,1,,,,,0,5231,,,,,RP755S-3A4,,,,,,,2.0,,10,,,,i,,4860,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,test,,1,,,,
379,,,,,,臺中市爽文國民中學,1,,,,,1,2531,,,,,全部設備,,,,,,,2.0,,5,,,,i,,4860,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,test1,,1,,,,
380,,,,,,臺中市爽文國民中學,1,,,,,0,5231,,,,,RP755S-3A4,,,,,,,2.0,,10,,,,i,,4860,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,1234,,1,,,,
381,,,,,,臺中市爽文國民中學,1,,,,,0,5308,,,,,RP755S-3A1,,,,,,,2.0,,10,,,,i,,4860,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,test,,1,,,,
382,,,,,,臺中市爽文國民中學,1,,,,,0,5308,,,,,RP755S-3A1,,,,,,,2.0,,10,,,,i,28353,,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,test1234,,1,,,,
383,,,,,,臺中市爽文國民中學,1,,,,,0,5308,,,,,RP755S-3A1,,,,,,,2.0,,10,,,,i,,4860,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,test,,1,,,,
384,,,,,,Kankakee SD 111,1,,,,,0,5321,,,,,LCC-100 RP750K,,,,,,,2.0,,5,,,,i,,2110,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Mrs. Fierro Rocks!!! ,,1,,,,
385,,,,,,Kankakee SD 111,3,,,,163.0,1,1056,False,https://www.youtube.com/watch?v=s9vt-Mp3YOk,[],,All device,,,,,,,,,,0,2,43,,,,,0.0,,,,,3,s9vt-Mp3YOk,1,Ridiculous Things Educators Go Through During State Assessment Time,
386,,,,,,Kankakee SD 111,2,,,,3.0,1,1056,,,['15143'],on fire.png,All device,,,,,,,,3,,0,2,43,,,,,,,,,,2,,,,
387,,,,,,Kankakee SD 111,2,,,,10.0,1,1056,,,['15143'],on fire.png,All device,,,,,,,,10,,0,2,43,,,,,,,,,,2,,,,
388,,,,,,Kankakee SD 111,1,,,,,1,1056,,,,,All device,,,,,,,2.0,,5,,,,i,,2110,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Mrs. Fierro Rocks!!!!,,1,,,,
389,,,8,8,0,Dunecrest,3,,,,205.0,1,1689,False,https://youtu.be/tsw__pTLcV0,[],,All device,,2019-05-20,,8,3,0,,,,,,,,28424,,,0.0,,,,,3,tsw__pTLcV0,1,"Eagle News for May 20, 2019",
390,,,8,8,0,Dunecrest,3,,,,205.0,1,1689,False,https://youtu.be/tsw__pTLcV0,[],,All device,,2019-05-20,,8,3,0,,,,,,,,,,,0.0,,,,,3,tsw__pTLcV0,1,"Eagle News for May 20, 2019",
391,,,,,,School District,1,,,,,1,2492,,,,,All device,,,,,,,2.0,,10,,,,i,,4788,,,"{""font_size"":""3"",""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",Notice_2,No School tomorrow Snow Day,,1,,,,
392,,,,,,School District,1,,,,,0,5085,,,,,Bilkey Demo 1,,,,,,,2.0,,10,,,,i,,4788,,,"{""font_size"":""3"",""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",Notice_2,No chool tomorrow,,1,,,,
393,,,,,,School District,2,,,,3.0,0,5085,,,['15231'],T&L Best of Show TCEA.PNG,Bilkey Demo 1,,,,,,,,3,,0,0,3,,,,,,,,,,2,,,,
394,,,,,,Pacific Lutheran,1,,,,,1,2589,,,,,All device,,,,,,,2.0,,10,,,,i,,4963,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Time to Leave!,,1,,,,
395,,,8,8,0,Dunecrest,3,,,,233.0,1,1689,False,https://youtu.be/LQjMVvBwrGM,[],,All device,,2019-05-22,,8,3,0,,,,,,,,28570,,,0.0,,,,,3,LQjMVvBwrGM,1,May 22 Eagle News,
396,,,8,8,0,Dunecrest,3,,,,233.0,1,1689,False,https://youtu.be/LQjMVvBwrGM,[],,All device,,2019-05-22,,8,3,0,,,,,,,,,,,0.0,,,,,3,LQjMVvBwrGM,1,May 22 Eagle News,
397,,,,,,New London,1,,,,,0,5352,,,,,Library Media Center,,,,,,,2.0,,10,,,,i,,4975,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Woooo Hooo .... it works,,1,,,,
398,,,,,,New London,1,,,,,0,5352,,,,,Library Media Center,,,,,,,2.0,,10,,,,i,,4975,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,hello,,1,,,,
399,,,,,,Classroom Tech,1,,,,,1,2595,,,,,Hello and Welcome,,,,,,,2.0,,5,,,,i,,4961,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,All permission slips for the end of school party at Great America are due on Friday.,,1,,,,
400,,,13,30,0,Classroom Tech,1,,,,,1,2595,,,,,Hello and Welcome,,2019-05-22,,13,0,0,1.0,,,,,,,,4960,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,Permission Slips are Due at the End of the Week,,1,,,,
401,,,,,,Hillcrest,1,,,,,1,2526,,,,,All device,,,,,,,2.0,,10,,,,i,,4850,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,hello,,1,,,,
402,,,,,,Hillcrest,1,,,,,0,5356,,,,,BenQ,,,,,,,2.0,,10,,,,i,,4850,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,hello,,1,,,,
403,,,,,,Hillcrest,1,,,,,0,5356,,,,,BenQ,,,,,,,1.0,,10,,,,i,,4849,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,Hi Chris!,,1,,,,
404,,,,,,Hillcrest,1,,,,,1,2526,,,,,All device,,,,,,,2.0,,10,,,,i,,4850,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Hello,,1,,,,
405,,,,,,Hillcrest,1,,,,,1,2526,,,,,All device,,,,,,,2.0,,10,,,,i,,4850,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Wake up,,1,,,,
406,,,,,,Hillcrest,1,,,,,0,5356,,,,,BenQ,,,,,,,2.0,,10,,,,i,,4850,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,dddddd,,1,,,,
407,,,,,,Hillcrest,1,,,,,0,5356,,,,,BenQ,,,,,,,2.0,,10,,,,i,,4850,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Wake up,,1,,,,
408,,,,,,Hillcrest,1,,,,,0,5356,,,,,BenQ,,,,,,,1.0,,10,,,,i,,4849,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,ddddd,,1,,,,
409,,,,,,Hillcrest,1,,,,,0,5356,,,,,BenQ,,,,,,,2.0,,10,,,,i,,4850,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,test,,1,,,,
410,,,,,,Hillcrest,1,,,,,0,5356,,,,,BenQ,,,,,,,2.0,,10,,,,i,,4850,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,BVVVVVV,,1,,,,
411,,,,,,Hillcrest,1,,,,,0,5356,,,,,BenQ,,,,,,,2.0,,10,,,,i,,4850,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,test,,1,,,,
412,,,,,,Hillcrest,1,,,,,0,5356,,,,,BenQ,,,,,,,2.0,,10,,,,i,,4850,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,EDDDDD,,1,,,,
413,,,,,,Hillcrest,1,,,,,1,2526,,,,,All device,,,,,,,2.0,,10,,,,i,,4850,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,TIME ZONE,,1,,,,
414,,,,,,Hillcrest,1,,,,,0,5356,,,,,BenQ,,,,,,,2.0,,10,,,,i,,4850,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Wow,,1,,,,
415,,,8,8,0,Dunecrest,3,,,,221.0,1,1689,False,https://youtu.be/erh_szqexBg,[],,All device,,2019-05-23,,8,3,0,,,,,,,,28747,,,0.0,,,,,3,erh_szqexBg,1,Eagle News for May 23,
416,,,8,8,0,Dunecrest,3,,,,221.0,1,1689,False,https://youtu.be/erh_szqexBg,[],,All device,,2019-05-23,,8,3,0,,,,,,,,,,,0.0,,,,,3,erh_szqexBg,1,Eagle News for May 23,
417,,,8,8,0,Dunecrest,3,,,,221.0,1,1689,False,https://youtu.be/erh_szqexBg,[],,All device,,2019-05-23,,8,3,0,,,,,,,,28747,,,0.0,,,,,3,erh_szqexBg,1,Eagle News for May 23,
418,1,,,,,EDICO,2,,,,3.0,1,1899,,,['15339'],Frontdesk.png,All device,,2019-05-25,,,,,,3,,,,,,,,,,,,,,2,,,,
419,1,2019-05-26,,,,EDICO,1,day,1,1,,1,1899,,,,,#All device,,2019-05-25,1,,,,2.0,,,,,,,28881,,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,3 Hour left,,1,,,,
420,1,2019-05-26,,,,EDICO,1,day,1,1,,1,1899,,,,,All device,,2019-05-25,1,,,,2.0,,,,,,,,3750,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,1 Hour left,,1,,,,
421,1,2019-05-26,,,,EDICO,2,day,1,1,3.0,1,1900,,,['15339'],Frontdesk.png,TestBroadcast,,2019-05-25,1,,,,,3,,,,,,,,,,,,,,2,,,,
422,1,2019-05-26,,,,EDICO,2,day,1,1,3.0,1,1900,,,['15340'],ZZZ_test.png,TestBroadcast,,2019-05-25,1,,,,,3,,,,,,,,,,,,,,2,,,,
423,1,2019-05-26,,,,EDICO,3,day,1,1,14568.0,1,1900,False,https://www.youtube.com/watch?v=nuPVGwrSjXA,[],,TestBroadcast,,2019-05-25,1,,,,,,,,,,,,,,0.0,,,,,3,nuPVGwrSjXA,1,Hawaiian Cafe Music - Relaxing Tropical Guitar Music,
424,1,2019-05-26,,,,EDICO,3,day,1,1,70.0,1,1900,,,['15341'],www3.hkexnews.hkelearningtceds_2.03.html.mp4,TestBroadcast,,2019-05-25,1,,,,,,,,,,,,,,,,,,,3,,0,,
425,1,2019-05-26,,,,EDICO,1,day,1,1,,0,5378,,,,,Room05_Cheng,,2019-05-25,1,,,,2.0,,,,,,,,4990,,,"{""font_size"":""3"",""font_color"":""#ff0000"",""background_color"":""#ffffffff"",""scroll_direction"":""left""}",CountDown,3 Hour(s) Left,,1,,,,
426,,,8,8,0,Dunecrest,3,,,,228.0,1,1689,False,https://youtu.be/bpr4TWQ9L-s,[],,All device,,2019-05-26,,8,3,0,,,,,,,,28897,,,0.0,,,,,3,bpr4TWQ9L-s,1,May 26 Eagle News,
427,,,8,8,0,Dunecrest,3,,,,228.0,1,1689,False,https://youtu.be/bpr4TWQ9L-s,[],,All device,,2019-05-26,,8,3,0,,,,,,,,,,,0.0,,,,,3,bpr4TWQ9L-s,1,May 26 Eagle News,
428,,,8,8,0,Dunecrest,3,,,,263.0,1,1689,False,https://youtu.be/ezNuOFIKejI,[],,All device,,2019-05-27,,8,3,0,,,,,,,,,,,0.0,,,,,3,ezNuOFIKejI,1,Eagle News for May 27,
429,,,,,,Dunecrest,3,,,,263.0,0,5155,False,https://youtu.be/ezNuOFIKejI,[],,DERECK TV,,,,,,,,,,0,4,23,,,,,0.0,,,,,3,ezNuOFIKejI,1,Eagle News for May 27,
430,,,,,,Dunecrest,3,,,,263.0,0,5381,False,https://youtu.be/ezNuOFIKejI,[],,Dereck TV,,,,,,,,,,0,4,23,,,,,0.0,,,,,3,ezNuOFIKejI,1,Eagle News for May 27,
431,,,,,,Dunecrest,1,,,,,0,5382,,,,,Dereck TV,,,,,,,2.0,,10,,,,i,,4408,,,"{""font_size"":""3"",""font_color"":""#000000"",""background_color"":""#ffff0000"",""scroll_direction"":""left""}",TEST,HELLO,,1,,,,
432,,,,,,iClass Canada,1,,,,,1,2389,,,,,All device,,,,,,,2.0,,10,,,,i,,4604,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Vive les tomates,,1,,,,
433,,,,,,iClass Canada,1,,,,,0,5396,,,,,RP6501K Demo iClass,,,,,,,2.0,,10,,,,i,,4604,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,L'?t? est arriv?e. Vive les vacances !!!,,1,,,,
434,,,,,,EVRY AB,1,,,,,1,2610,,,,,All device,,,,,,,2.0,,5,,,,i,,5006,,,"{""font_size"":""2"",""font_color"":""#6aa84f"",""background_color"":""#fffff2cc"",""scroll_direction"":""left""}",Notice_2,Testar ett meddelande. Ska fungera ?ven om ni anv?nder Windows-delen.,,1,,,,
435,,,,,,EVRY AB,1,,,,,1,2610,,,,,All device,,,,,,,2.0,,5,,,,i,,5006,,,"{""font_size"":""2"",""font_color"":""#6aa84f"",""background_color"":""#fffff2cc"",""scroll_direction"":""left""}",Notice_2,Patrik testar!,,1,,,,
436,,,,,,EVRY AB,2,,,,3.0,1,2614,,,['15396'],0 (1).jpg,Liding?,,,,,,,,3,,0,0,3,,,,,,,,,,2,,,,
437,,,,,,EVRY AB,1,,,,,1,2610,,,,,All device,,,,,,,2.0,,10,,,,i,,5006,,,"{""font_size"":""2"",""font_color"":""#6aa84f"",""background_color"":""#fffff2cc"",""scroll_direction"":""left""}",Notice_2,Hej p? er! Detta ?r en test fr?n Patrik p? EVRY! Meddela detta till Alex s? han f?r se ett meddelande p? smarta sk?rmen. H?lsar Patrik Testsson,,1,,,,
438,,,,,,EVRY AB,1,,,,,1,2610,,,,,All device,,,,,,,1.0,,10,,,,i,,5005,,,"{""font_size"":""2"",""font_color"":""#f1c232"",""background_color"":"""",""text_align"":""left""}",Notice_1,Vad kul att det fungerar! Det ska fungera med Wi-Fi har jag h?rt fr?n s?kra k?llor.,,1,,,,
439,,,,,,EVRY AB,3,,,,95.0,1,2610,False,https://www.youtube.com/watch?v=HJNEaSQvzr0,[],,All device,,,,,,,,,,0,1,35,,,,,0.0,,,,,3,HJNEaSQvzr0,1,Klimatsmarta f?rpackningar | Systembolaget,
440,,,8,8,0,Dunecrest,3,,,,210.0,1,1689,False,https://youtu.be/wCCaJOZzx-Q,[],,All device,,2019-05-29,,8,3,0,,,,,,,,,,,0.0,,,,,3,wCCaJOZzx-Q,1,Eagle News for May 29,
441,,,,,,Alloys,1,,,,,0,5415,,,,,Melbourne RP65,,,,,,,1.0,,10,,,,i,,4655,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,Welcome to Alloys - Melbourne Showroom,,1,,,,
442,,,,,,Alloys,2,,,,3.0,1,2419,,,['15416'],Jacks_Point-Golf.jpg,All device,,,,,,,,3,,0,1,3,,,,,,,,,,2,,,,
443,,,,,,Alloys,2,,,,3.0,1,2419,,,['15416'],Jacks_Point-Golf.jpg,All device,,,,,,,,3,,0,0,3,,,,,,,,,,2,,,,
444,,,8,8,0,Dunecrest,3,,,,185.0,1,1689,False,https://youtu.be/Xp57sOqsIBg,[],,All device,,2019-05-30,,8,3,0,,,,,,,,,,,0.0,,,,,3,Xp57sOqsIBg,1,May 30 Eagle News,
445,,,,,,Alloys,1,,,,,1,2419,,,,,All device,,,,,,,1.0,,10,,,,i,,4655,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,FIX MY PANEL,,1,,,,
446,,,,,,Alloys,1,,,,,1,2419,,,,,All device,,,,,,,1.0,,5,,,,i,,4655,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,FIX MY PANEL,,1,,,,
447,,,,,,新雅?,2,,,,3.0,1,2618,,,['15447'],112.jpg,全部??,,,,,,,,3,,0,0,3,,,,,,,,,,2,,,,
448,,,,,,新雅?,1,,,,,1,2618,,,,,全部??,,,,,,,1.0,,10,,,,i,,5017,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,yuy uip,,1,,,,
449,,,,,,Esol,2,,,,10.0,0,5427,,,['15448'],ramadan_wallpaper-6.jpg,BENQ FRENCH CLASSROOM,,,,,,,,10,,0,0,20,,,,,,,,,,2,,,,
