,all_day,close_date,close_time_h,close_time_i,close_time_s,companyNM,content_type,cycle,cycle_day,cycle_week,duration,for_tag,id,is_live,link,lite_archives_id,lite_archives_name,name,one_play,open_date,open_loop,open_time_h,open_time_i,open_time_s,play_mode,play_speed,play_time,play_time_h,play_time_i,play_time_s,play_time_unit,schedule_head_id,select_style_id,source,start,style,style_name,text_content,thumbnail,type,video_id,video_source,video_title,week
0,,,,,,,1,,,,,1,930,,,,,All device,,,,,,,1.0,,10,,,,i,,1857,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,Hello,,1,,,,
1,,,,,,Unique Business,1,,,,,1,1859,,,,,Hello,,,,,,,2.0,,10,,,,i,,1858,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,hi,,1,,,,
2,1,2018-12-06,,,,EDICO,1,week,1,1,,1,1900,,,,,TestChannel,,2018-12-06,1,,,,1.0,,,,,,,,3749,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,Hello World,,1,,,,"['sun', 'mon', 'tue', 'wed', 'thu', 'fri', 'sat']"
3,1,2018-12-06,,,,EDICO,1,day,1,1,,1,1900,,,,,TestChannel,,2018-12-06,1,,,,1.0,,,,,,,,3749,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,test,,1,,,,"['sun', 'mon', 'tue', 'wed', 'thu', 'fri', 'sat']"
4,,,,,,台中市溪南國中,1,,,,,1,1962,,,,,#全部設備,,,,,,,2.0,,23,,,,h,20770,,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,歡迎來到溪南國中,,1,,,,
5,,,,,,台中市溪南國中,1,,,,,1,1962,,,,,#全部設備,,,,,,,2.0,,23,,,,h,20770,,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,歡迎來到溪南國中,,1,,,,
6,,,,,,台中市溪南國中,1,,,,,1,1962,,,,,全部設備,,,,,,,2.0,,10,,,,i,,3840,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,歡迎來到溪南國中,,1,,,,
7,,,6,30,0,台中市溪南國中,1,,,,,1,1962,,,,,全部設備,,2018-12-27,,0,0,0,1.0,,,,,,,,3839,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,"溪南國中
",,1,,,,
8,,,,,,Camcor,1,,,,,1,1559,,,,,All device,,,,,,,2.0,,10,,,,i,,3116,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Don't eat at taco bell,,1,,,,
9,,,,,,Camcor,1,,,,,1,2045,,,,,demo 1,,,,,,,2.0,,10,,,,i,,3116,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,hello,,1,,,,
10,,,,,,Camcor,1,,,,,1,2045,,,,,demo 1,,,,,,,2.0,,10,,,,i,,3116,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,hello,,1,,,,
11,,,,,,Camcor,3,,,,236.0,1,2045,,https://youtu.be/U9t-slLl30E,,,demo 1,1,,,,,,,,,0,0,0,,,,,0.0,,,,,3,U9t-slLl30E,1.0,"""SEAGULLS! (Stop It Now)"" -- A Bad Lip Reading of The Empire Strikes Back",
12,,,,,,Camcor,1,,,,,1,2045,,,,,demo 1,,,,,,,2.0,,10,,,,i,,3116,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,blink twice if i should delete your device,,1,,,,
13,,,,,,Camcor,1,,,,,1,1559,,,,,All device,,,,,,,2.0,,10,,,,i,,3116,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Snow coming - school is closing early,,1,,,,
14,,,,,,Camcor,3,,,,236.0,1,1559,,https://www.youtube.com/watch?v=U9t-slLl30E,,,All device,1,,,,,,,,,0,0,0,,,,,0.0,,,,,3,U9t-slLl30E,1.0,"""SEAGULLS! (Stop It Now)"" -- A Bad Lip Reading of The Empire Strikes Back",
15,,,,,,Camcor,1,,,,,0,4226,,,,,Bomb Diggity,,,,,,,2.0,,10,,,,i,,3116,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,This is a Test!,,1,,,,
16,,,,,,BG Innovations,1,,,,,1,1911,,,,,All device,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,hello,,1,,,,
17,,,,,,BG Innovations,3,,,,208.0,1,1911,,https://youtu.be/xDMP3i36naA,,,All device,1,,,,,,,,,0,0,0,,,,,0.0,,,,,3,xDMP3i36naA,1.0,WILDLIFE IN 4K (ULTRA HD) 60fps,
18,1,,0,0,0,New Smart,3,,,,275.0,0,4257,,https://www.youtube.com/watch?v=bS2a8-dwf84,,,Benq Demo Room,,2019-01-23,,0,0,0,,,,,,,,22159,,,0.0,,,,,3,bS2a8-dwf84,1.0,BenQ Education IFP Product Video,
19,1,,17,0,0,New Smart,1,,,,,0,4257,,,,,Benq Demo Room,,2019-01-26,,9,30,0,2.0,,,,,,,,3408,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome to BQME,,1,,,,
20,1,,13,0,0,New Smart,3,,,,275.0,0,4257,,https://www.youtube.com/watch?v=bS2a8-dwf84,,,Benq Demo Room,,2019-01-24,,12,30,0,,,,,,,,,,,0.0,,,,,3,bS2a8-dwf84,1.0,BenQ Education IFP Product Video,
21,1,,0,0,0,New Smart,1,,,,,0,4257,,,,,Benq Demo Room,,2019-01-22,,0,0,0,1.0,,,,,,,22162,,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,Welcome to BQME,,1,,,,
22,1,,16,0,0,New Smart,1,,,,,0,4257,,,,,Benq Demo Room,,2019-01-24,,5,0,0,1.0,,,,,,,,3407,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,Welcome to BQME,,1,,,,
23,1,,0,0,0,New Smart,1,,,,,0,4257,,,,,Benq Demo Room,,2019-01-24,,0,0,0,2.0,,,,,,,22165,,,,"{""font_size"":""3"",""font_color"":""#9900ff"",""background_color"":""#ffd9ead3"",""scroll_direction"":""left""}",Notice_2,Welcome to BQME,,1,,,,
24,,,,,,New Smart,3,,,,275.0,0,4257,,https://www.youtube.com/watch?v=bS2a8-dwf84,,,Benq Demo Room,1,,,,,,,,,0,0,0,,,,,0.0,,,,,3,bS2a8-dwf84,1.0,BenQ Education IFP Product Video,
25,1,,17,0,0,New Smart,1,,,,,0,4257,,,,,Benq Demo Room,,2019-01-24,,12,30,0,2.0,,,,,,,,3408,,,"{""font_size"":""3"",""font_color"":""#9900ff"",""background_color"":""#ffd9ead3"",""scroll_direction"":""left""}",Notice_2,Welcome to BQME,,1,,,,
26,1,,14,0,0,New Smart,1,,,,,0,4257,,,,,Benq Demo Room,,2019-01-24,,13,30,0,2.0,,,,,,,,4019,,,"{""font_size"":""2"",""font_color"":""#9900ff"",""background_color"":"""",""scroll_direction"":""left""}",Benq ,Welcome to BQME,,1,,,,
27,1,,14,0,0,New Smart,1,,,,,0,4257,,,,,Benq Demo Room,,2019-01-24,,13,30,0,2.0,,,,,,,,4019,,,"{""font_size"":""2"",""font_color"":""#9900ff"",""background_color"":"""",""scroll_direction"":""left""}",Benq ,Fire,,1,,,,
28,,,,,,Dunecrest,1,,,,,0,4348,,,,,Rima TV,,,,,,,1.0,,10,,,,i,,3375,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,hello,,1,,,,
29,1,,0,0,0,Dunecrest,1,,,,,0,4348,,,,,Rima TV,,2019-02-03,,0,0,0,2.0,,,,,,,,3376,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,hello,,1,,,,
30,,,,,,Maxx Business Sy,1,,,,,1,2076,,,,,All device,,,,,,,2.0,,10,,,,i,22901,,,,"{""font_size"":""3"",""font_color"":""#cc0000"",""background_color"":""#ffffd966"",""scroll_direction"":""right""}",Notice_2,WELCOME TO GOLDEN TEMPLE HARE RAMA HARE HARE HARE KRISHNA HARE HARE,,1,,,,
31,,,,,,Maxx Business Sy,1,,,,,1,2076,,,,,All device,,,,,,,2.0,,10,,,,i,,4045,,,"{""font_size"":""3"",""font_color"":""#cc0000"",""background_color"":""#ffffd966"",""scroll_direction"":""right""}",Notice_2,WELCOME TO GOLDEN TEMPLE HARE RAMA HARE HARE HARE KRISHNA HARE HARE,,1,,,,
32,,,,,,BG Innovations,1,,,,,0,4231,,,,,BGI101,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,NO SCHOOL TOMORROW.... SNOW DAY....,,1,,,,
33,,,,,,BG Innovations,1,,,,,0,4231,,,,,BGI101,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,NO SCHOOL TOMORROW.... SNOW DAY....,,1,,,,
34,,,,,,BG Innovations,3,,,,108.0,0,4231,,https://www.youtube.com/watch?v=XZgeBA9TFDk,,,BGI101,1,,,,,,,,,0,0,0,,,,,0.0,,,,,3,XZgeBA9TFDk,1.0,BHS Daily Announcements 1/22/18,
35,,,,,,BG Innovations,1,,,,,0,4231,,,,,BGI101,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,GO RED RAIDERS!!!,,1,,,,
36,,,,,,BG Innovations,1,,,,,0,4231,,,,,BGI101,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,No school,,1,,,,
37,,,,,,BG Innovations,1,,,,,0,4231,,,,,BGI101,,,,,,,1.0,,10,,,,i,,3771,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,No school,,1,,,,
38,,,,,,BG Innovations,1,,,,,0,4231,,,,,BGI101,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Bill is cool,,1,,,,
39,,,,,,BG Innovations,1,,,,,0,4231,,,,,BGI101,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Bill is cool,,1,,,,
40,,,,,,BG Innovations,1,,,,,0,4231,,,,,BGI101,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Bill is cool,,1,,,,
41,,,,,,BG Innovations,1,,,,,0,4231,,,,,BGI101,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,NO SCHOOL TOMORROW......BECAUSE IT IS SATURDAY!!!!,,1,,,,
42,,,,,,BG Innovations,1,,,,,0,4231,,,,,BGI101,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,NO SCHOOL TOMORROW......BECAUSE IT IS SATURDAY!!!!,,1,,,,
43,,,,,,BG Innovations,1,,,,,0,4231,,,,,BGI101,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,NO SCHOOL TOMORROW......BECAUSE IT IS SATURDAY!!!!,,1,,,,
44,,,,,,Schoolhouse,1,,,,,0,4410,,,,,Schoolhouse BenQ RP7501K demo,,,,,,,2.0,,10,,,,i,,4135,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,No school tomorrow.. SNOW DAY !!!!!,,1,,,,
45,,,,,,Schoolhouse,1,,,,,0,4410,,,,,Schoolhouse BenQ RP7501K demo,,,,,,,2.0,,2,,,,h,,4135,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Send Broadcast messages to all your devices with ease!,,1,,,,
46,,,,,,Computer Allianc,3,,,,189.0,1,2142,,https://www.youtube.com/watch?v=3aNx-mAq0Hg,,,All device,1,,,,,,,,,0,0,0,,,,,0.0,,,,,3,3aNx-mAq0Hg,1.0,Alarm Evacuate Building  SOUND EFFECT  freesound,
47,,,,,,Computer Allianc,1,,,,,1,2142,,,,,All device,,,,,,,2.0,,5,,,,i,,4160,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,CODE RED,,1,,,,
48,,,,,,Computer Allianc,3,,,,189.0,1,2142,,https://www.youtube.com/watch?v=3aNx-mAq0Hg,,,All device,1,,,,,,,,,0,0,0,,,,,0.0,,,,,3,3aNx-mAq0Hg,1.0,Alarm Evacuate Building  SOUND EFFECT  freesound,
49,,,,,,Computer Allianc,1,,,,,1,2142,,,,,All device,,,,,,,2.0,,10,,,,i,,4159,,,"{""font_size"":""3"",""font_color"":""#00ff00"",""background_color"":"""",""scroll_direction"":""left""}",General Notice,Hello Joseph - Please hand in your $1000000000 excursion money to Glen,,1,,,,
50,,,,,,Dunecrest,1,,,,,0,4440,,,,,Soledad TV,,,,,,,2.0,,5,,,,i,,4182,,,"{""font_size"":""2"",""font_color"":""#ffa500"",""background_color"":""#ffffffff"",""scroll_direction"":""left""}",Hello World,Hello World,,1,,,,
51,,,,,,Dunecrest,1,,,,,0,4440,,,,,Soledad TV,,,,,,,2.0,,10,,,,i,,4182,,,"{""font_size"":""2"",""font_color"":""#ffa500"",""background_color"":""#ffffffff"",""scroll_direction"":""left""}",Hello World,test,,1,,,,
52,,,,,,Dunecrest,3,,,,3051.0,0,4440,,https://www.youtube.com/watch?v=_UR-l3QI2nE,,,Soledad TV,1,,,,,,,,,0,0,0,,,,,0.0,,,,,3,_UR-l3QI2nE,1.0,ABC SONG | ABC Songs for Children - 13 Alphabet Songs & 26 Videos,
53,,,12,0,0,Dunecrest,3,,,,229.0,0,4440,,https://www.youtube.com/watch?v=e_04ZrNroTo,,,Soledad TV,,2019-02-17,,11,30,0,,,,,,,,,,,0.0,,,,,3,e_04ZrNroTo,1.0,Wheels on the Bus | CoCoMelon Nursery Rhymes & Kids Songs,
54,1,,0,0,0,Alloys,1,,,,,1,2180,,,,,All device,,2019-02-20,,0,0,0,2.0,,,,,,,23611,,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,This is a frire drill,,1,,,,
55,1,,11,0,0,Alloys,1,,,,,1,2180,,,,,All device,,2019-02-20,,10,30,0,2.0,,,,,,,,4226,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome SHC!,,1,,,,
56,,,12,0,0,Alloys,1,,,,,1,2180,,,,,All device,,2019-02-20,,11,30,0,2.0,,,,,,,,4226,,,"{""font_size"":""3"",""font_color"":""#0000ff"",""background_color"":""#ff45818e"",""scroll_direction"":""left""}",Notice_2,BOOM!,,1,,,,
57,,,,,,Data Image,1,,,,,0,4471,,,,,Data Image RM Test Monitor,,,,,,,2.0,,10,,,,i,,4242,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,This is a rolling test message.  Great weather today!,,1,,,,
58,,,,,,Data Image,1,,,,,0,4471,,,,,Data Image RM Test Monitor,,,,,,,1.0,,10,,,,i,23689,,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,Test scroll for the 21st,,1,,,,
59,,,,,,Data Image,1,,,,,0,4471,,,,,Data Image RM Test Monitor,,,,,,,1.0,,10,,,,i,,4241,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,This is a test message,,1,,,,
60,,,,,,NJSD,1,,,,,1,2064,,,,,All device,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,This is a test of the ticker tape interrupt.,,1,,,,
61,,,,,,NJSD,1,,,,,1,2064,,,,,All device,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,This must work,,1,,,,
62,,,,,,NJSD,1,,,,,1,2064,,,,,All device,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,This is a trial message on the BenQ,,1,,,,
63,,,,,,NJSD,1,,,,,0,4483,,,,,HO-Gr2,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome to Hoover Elementary,,1,,,,
64,,,,,,NJSD,1,,,,,0,4483,,,,,HO-Gr2,,,,,,,1.0,,10,,,,i,,4261,,,"{""font_size"":""2"",""font_color"":""#00ff00"",""background_color"":"""",""text_align"":""center""}",Hoover Announcements,Parent / Teacher Conferences are now over. Have a great weekend everyone.,,1,,,,
65,,,,,,NJSD,1,,,,,0,4483,,,,,HO-Gr1,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome back to Hoover Elementary. Tap the screen to confirm you have seen this message.,,1,,,,
66,,,,,,NJSD,1,,,,,0,4501,,,,,CL-Gr1,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome to Clayton Grade 1,,1,,,,
67,,,,,,NJSD,1,,,,,0,4501,,,,,CL-Gr1,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome to Clayton Grade 1,,1,,,,
68,,,,,,NJSD,1,,,,,0,4501,,,,,CL-Gr1,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome to Clayton Grade 1,,1,,,,
69,,,,,,NJSD,1,,,,,0,4501,,,,,CL-Gr1,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome to Clayton Grade 1,,1,,,,
70,,,,,,NJSD,1,,,,,0,4501,,,,,CL-Gr1,,,,,,,1.0,,10,,,,i,,4020,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,Hello,,1,,,,
71,,,,,,NJSD,1,,,,,0,4501,,,,,CL-Gr1,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,welcome to Clayton Grade 1,,1,,,,
72,,,,,,NJSD,1,,,,,0,4501,,,,,CL-Gr1,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome to Clayton Grade 1,,1,,,,
73,,,,,,NJSD,1,,,,,0,4501,,,,,CL-Gr1,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,15th attempt,,1,,,,
74,,,,,,NJSD,1,,,,,0,4501,,,,,CL-Gr1,,,,,,,1.0,,10,,,,i,,4020,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,"Hello
",,1,,,,
75,,,,,,NJSD,1,,,,,0,4501,,,,,CL-Gr1,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome to Clayton Grade 1,,1,,,,
76,,,,,,NJSD,1,,,,,0,4501,,,,,CL-Gr1,,,,,,,1.0,,10,,,,i,,4261,,,"{""font_size"":""2"",""font_color"":""#00ff00"",""background_color"":"""",""text_align"":""center""}",Hoover Announcements,This is a message to all of Clayton Grade 1. Have a wonderful lunch and warm recess.,,1,,,,
77,,,,,,NJSD,1,,,,,0,4483,,,,,HO-Gr1,,,,,,,2.0,,10,,,,i,,4021,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Hello Hoover Elementary Grade 1,,1,,,,
78,,,,,,Camcor,1,,,,,1,1559,,,,,All device,,,,,,,2.0,,10,,,,i,,3116,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome to the show Bob Wudeck!!,,1,,,,
79,,,,,,Camcor,1,,,,,1,1559,,,,,All device,,,,,,,2.0,,10,,,,i,,3116,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome to the show Bob Wudeck!!!,,1,,,,
80,,,,,,Camcor,1,,,,,1,1559,,,,,All device,,,,,,,2.0,,10,,,,i,,3116,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Harvey Schools Snow day,,1,,,,
81,,,,,,Camcor,1,,,,,1,1559,,,,,All device,,,,,,,2.0,,10,,,,i,,3116,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,I have shirts for you Melissa,,1,,,,
82,,,,,,台北市立實踐國中,1,,,,,1,2221,,,,,全部設備,,,,,,,2.0,,10,,,,i,,4303,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,test,,1,,,,
83,,,,,,台北市立實踐國中,1,,,,,1,2221,,,,,全部設備,,,,,,,1.0,,10,,,,i,,4302,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,吃,,1,,,,
84,,,,,,台北市立實踐國中,1,,,,,0,4522,,,,,生物實驗室,,,,,,,2.0,,10,,,,i,,4303,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,TEST123,,1,,,,
85,,,,,,台北市立實踐國中,1,,,,,0,4522,,,,,生物實驗室,,,,,,,1.0,,10,,,,i,,4302,,,"{""font_size"":2,""font_color"":""#ff0000"",""text_align"":""left"",""background_color"":""""}",ifp.style_1,TEST456,,1,,,,
86,,,,,,台北市立實踐國中,1,,,,,0,4522,,,,,生物實驗室,,,,,,,2.0,,10,,,,i,,4304,,,"{""font_size"":""2"",""font_color"":""#ffa500"",""background_color"":""#ff00ffff"",""scroll_direction"":""left""}",生物實驗室,生物實驗室,,1,,,,
87,,,,,,台北市立實踐國中,3,,,,11019.0,0,4522,,https://www.youtube.com/watch?v=hlWiI4xVXKY,,,生物實驗室,1,,,,,,,,,0,0,0,,,,,0.0,,,,,3,hlWiI4xVXKY,1.0,Beautiful Relaxing Music - Peaceful Piano Music & Guitar Music by Soothing Relaxation,
88,,,,,,Camcor,1,,,,,1,1559,,,,,All device,,,,,,,2.0,,10,,,,i,,3116,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,school canceled,,1,,,,
89,,2019-03-31,18,0,0,TGI,3,week,1,1,18.0,0,4544,,https://www.youtube.com/watch?v=aC2j52h5gFg,,,TGI,,2019-02-28,1,9,30,0,,,,,,,,,,,0.0,,,,,3,aC2j52h5gFg,1.0,◆マクセル 「タッチスクリ?ン」 ご利用イメ?ジ -デザイン編 【Maxell Projector】,"['mon', 'tue', 'wed', 'thu', 'fri']"
90,,2019-03-31,18,0,0,TGI,3,week,1,1,18.0,0,4544,,https://www.youtube.com/watch?v=aC2j52h5gFg,,,TGI,,2019-02-28,1,9,30,0,,,,,,,,,,,0.0,,,,,3,aC2j52h5gFg,1.0,◆マクセル 「タッチスクリ?ン」 ご利用イメ?ジ -デザイン編 【Maxell Projector】,"['mon', 'tue', 'wed', 'thu', 'fri']"
91,,2019-03-31,18,0,0,TGI,3,week,1,1,18.0,0,4544,,https://www.youtube.com/watch?v=aC2j52h5gFg,,,TGI,,2019-02-28,1,9,30,0,,,,,,,,,,,0.0,,,,,3,aC2j52h5gFg,1.0,◆マクセル 「タッチスクリ?ン」 ご利用イメ?ジ -デザイン編 【Maxell Projector】,"['mon', 'tue', 'wed', 'thu', 'fri']"
92,,2019-03-31,18,0,0,TGI,3,week,1,1,18.0,0,4544,,https://www.youtube.com/watch?v=aC2j52h5gFg,,,TGI,,2019-02-28,1,9,30,0,,,,,,,,,,,0.0,,,,,3,aC2j52h5gFg,1.0,◆マクセル 「タッチスクリ?ン」 ご利用イメ?ジ -デザイン編 【Maxell Projector】,"['mon', 'tue', 'wed', 'thu', 'fri']"
93,,2019-03-31,18,0,0,TGI,3,week,1,1,18.0,0,4544,,https://www.youtube.com/watch?v=aC2j52h5gFg,,,TGI,,2019-02-28,1,9,30,0,,,,,,,,,,,0.0,,,,,3,aC2j52h5gFg,1.0,◆マクセル 「タッチスクリ?ン」 ご利用イメ?ジ -デザイン編 【Maxell Projector】,"['mon', 'tue', 'wed', 'thu', 'fri']"
94,1,,18,0,0,TGI,3,,,,18.0,0,4544,,https://www.youtube.com/watch?v=aC2j52h5gFg,,,TGI,,2019-02-28,,9,30,0,,,,,,,,,,,0.0,,,,,3,aC2j52h5gFg,1.0,◆マクセル 「タッチスクリ?ン」 ご利用イメ?ジ -デザイン編 【Maxell Projector】,
95,,,,,,Creanet I.S. AG,1,,,,,0,4549,,,,,CISAG-Sitzungszimmer Gross,,,,,,,2.0,,5,,,,i,,3679,,,"{""font_size"":""2"",""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",Notice_1,Creanet Internet Service AG - Herzlich Willkommen,,1,,,,
96,,,,,,BG Innovations,1,,,,,0,4613,,,,,RP6501-Demo,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Luke cut your nails NOW!,,1,,,,
97,,,,,,BG Innovations,1,,,,,0,4613,,,,,RP6501-Demo,,,,,,,2.0,,10,,,,i,,3772,,,"{""font_size"":2,""font_color"":""#ff0000"",""background_color"":"""",""scroll_direction"":""left""}",ifp.style_2,Welcome to BrainStorm 2019,,1,,,,
