"id";"mct_company_id";"enable_flag";"name";"pairing_code";"nation_region_id";"total_space";"free_space";"created_at";"updated_at";"group";"status";"device_count";"warning_mail";"bdp_keep_last_at";"good_at";"expired_at"
"564";"1302";"Y";"BQC-明基电通";"QZHS";"45";"104857600";"59351997";"2018-05-09 13:04:50";"2019-10-17 16:00:12";"P";"Y";"0";"1";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"565";"1303";"Y";"Benq";"7TEB";"218";"104857600";"104839715";"2018-05-09 08:57:33";"2019-10-17 16:00:12";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"566";"1305";"Y";"BenQ";"YQ1K";"45";"2097152";"2079958";"2018-05-09 08:57:35";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"567";"1304";"Y";"paula";"OKKC";"45";"2097152";"2089009";"2018-05-09 08:57:56";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"568";"1306";"Y";"BenQ";"SE8N";"218";"2097152";"2096998";"2018-05-09 08:58:24";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"569";"1307";"Y";"Benq";"2KTF";"1";"2097152";"2096901";"2018-05-09 09:09:03";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"570";"1308";"Y";"11";"BX1J";"45";"0";"0";"2018-05-09 10:21:50";"2019-10-17 16:00:12";"T";"E";"0";"0";"2018-11-12 16:00:19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"571";"1309";"Y";"11";"03AN";"45";"2097152";"1820795";"2018-05-09 10:26:50";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"572";"1310";"Y";"Aliyun_user3 Co.";"GVQZ";"6";"2097152";"2097152";"2018-05-09 12:27:14";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"573";"1311";"Y";"恒华";"N7FI";"45";"2097152";"343988";"2018-05-16 08:07:14";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"574";"1312";"Y";"明基";"ZVNV";"45";"2097152";"2092923";"2018-05-16 09:19:21";"2019-10-17 16:00:12";"T";"Y";"0";"1";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"575";"1313";"Y";"恒华";"5JJE";"45";"2097152";"198786";"2018-05-16 09:35:56";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"576";"1314";"Y";"恒华";"DDXW";"45";"2097152";"43758";"2018-05-17 02:40:07";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-01-21 15:20:42";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"577";"1315";"Y";"benq";"I79M";"45";"2097152";"1732201";"2018-05-17 08:33:23";"2019-10-17 16:00:12";"T";"E";"0";"1";"2019-02-19 09:01:43";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"578";"1316";"Y";"明基教育Test";"PWVY";"45";"2097152";"1596787";"2018-05-18 02:40:48";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"579";"1317";"Y";"恒华";"BXWR";"45";"2097152";"2097152";"2018-05-23 07:39:01";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-02-01 01:40:17";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"580";"1318";"Y";"北京华糖洋华堂商业有限公司";"WZDH";"45";"104857600";"74475123";"2018-05-30 01:39:16";"2019-10-18 01:55:11";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"581";"1319";"Y";"沈阳出版发行集团";"91DM";"45";"2097152";"1984147";"2018-06-10 02:59:17";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"582";"1320";"Y";"恒华";"HPEL";"45";"2097152";"2097152";"2018-06-13 09:09:57";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-01-19 09:41:50";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"583";"1321";"Y";"恒华";"XVNH";"45";"2097152";"2097152";"2018-06-14 01:16:51";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-02-19 09:47:30";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"584";"1327";"Y";"benq";"2H3C";"2";"2097152";"2097152";"2018-06-15 00:24:28";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"585";"1328";"Y";"Sunlight QQQ";"PDBB";"45";"2097152";"2097152";"2018-06-15 03:14:20";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"586";"1329";"Y";"Toys""R""Us";"FV0E";"92";"104857600";"75919495";"2018-06-20 03:57:40";"2019-10-17 16:00:12";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"587";"1322";"Y";"恒华";"1IVR";"45";"0";"0";"2018-06-21 01:05:13";"2019-10-17 16:00:12";"T";"E";"0";"0";"2018-12-25 16:00:11";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"588";"1323";"Y";"恒华";"RB6Q";"45";"0";"0";"2018-06-21 01:05:13";"2019-10-17 16:00:12";"T";"E";"0";"0";"2018-12-25 16:00:11";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"589";"1324";"Y";"BenQ";"EKMA";"45";"2097152";"2097128";"2018-06-21 01:05:13";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"590";"1325";"Y";"test account";"EYZU";"45";"0";"0";"2018-06-21 01:05:13";"2019-10-17 16:00:12";"T";"E";"0";"0";"2018-12-25 16:00:11";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"591";"1326";"Y";"company account";"W3FF";"45";"0";"0";"2018-06-21 01:05:13";"2019-10-17 16:00:12";"T";"E";"0";"0";"2018-12-25 16:00:11";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"592";"1330";"Y";"BenQ HK";"E9VU";"92";"2097152";"2070443";"2018-06-25 08:36:35";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"593";"1331";"Y";"重庆攀越科技";"FJEC";"45";"0";"0";"2018-06-28 04:07:12";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-01-01 16:00:19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"636";"1337";"Y";"Benq";"LOMB";"5";"2097152";"2097152";"2018-07-16 09:36:16";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"638";"1338";"Y";"sdfsf";"SU5U";"4";"2097152";"2097152";"2018-07-16 09:38:15";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"639";"1336";"Y";"YOP5";"SANZ";"45";"2097152";"2097152";"2018-07-16 09:41:38";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"641";"1339";"Y";"YOPTEST6";"R6VD";"45";"2097152";"2097152";"2018-07-16 09:43:19";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"643";"1340";"Y";"ZHY";"XRRO";"45";"2097152";"1021267";"2018-07-20 01:36:38";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-06-05 06:46:50";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"645";"1341";"Y";"benq";"9DNC";"45";"2097152";"1264651";"2018-07-20 02:54:15";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-03-01 11:27:52";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"648";"1343";"Y";"明基电通";"QVFA";"45";"2097152";"1873076";"2018-07-23 03:30:46";"2019-10-17 16:00:12";"T";"E";"0";"1";"2019-11-20 06:41:27";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"650";"1344";"Y";"明基";"BKDL";"45";"2097152";"2087374";"2018-07-23 05:07:20";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"652";"1345";"Y";"BENQ";"R5B3";"45";"2097152";"1765428";"2018-07-23 05:50:03";"2019-10-17 16:00:12";"T";"E";"0";"1";"2019-11-06 05:54:02";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"654";"1346";"Y";"Unicross";"YWJQ";"45";"2097152";"2097152";"2018-07-24 04:12:51";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"655";"1332";"Y";"BenQ";"UBKA";"45";"2097152";"2096520";"2018-08-01 01:30:51";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"657";"1347";"Y";"重庆攀越科技";"WORC";"45";"2097152";"1301757";"2018-08-01 06:06:42";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-05-14 00:56:53";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"659";"1348";"Y";"BenQ";"PBDE";"45";"2097152";"2065693";"2018-08-01 07:20:36";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"661";"1349";"Y";"benq";"SADA";"45";"2097152";"2067654";"2018-08-02 04:23:00";"2019-10-17 16:00:12";"T";"E";"0";"1";"2019-06-18 00:47:00";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"664";"1351";"Y";"明基电通有限公司谁谁谁的分公司";"WQHG";"45";"2097152";"2090941";"2018-08-03 05:18:46";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"665";"1350";"Y";"BQC";"1ESV";"45";"2097152";"1960611";"2018-08-03 05:20:18";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"667";"1352";"Y";"明基电通";"GEHS";"45";"2097152";"422987";"2018-08-09 05:23:15";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"669";"1353";"Y";"New Balance";"O2ZE";"45";"104857600";"104032768";"2018-08-13 03:40:49";"2019-10-17 16:00:12";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"671";"1354";"Y";"拍档电子科技";"HAZD";"45";"104857600";"104593610";"2018-08-13 06:21:51";"2019-10-17 16:00:12";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"673";"1355";"Y";"hajdhc";"ZT72";"1";"0";"0";"2018-08-16 01:46:12";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-02-19 16:00:11";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"675";"1356";"Y";"abcd";"UPG3";"45";"0";"0";"2018-08-16 05:29:45";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-02-19 16:00:11";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"677";"1357";"Y";"雪峰电子";"FEDB";"45";"2097152";"2097152";"2018-08-17 02:58:35";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"678";"1358";"Y";"sadf";"6TIA";"2";"2097152";"2097152";"2018-08-17 05:16:34";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"679";"1359";"Y";"雪峰电子";"SJCG";"45";"2097152";"2051063";"2018-08-17 06:01:19";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"680";"1360";"Y";"benq";"AZSD";"45";"2097152";"2097152";"2018-08-21 01:58:40";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"681";"1361";"Y";"新东方";"9AUU";"1";"2097152";"2084402";"2018-08-21 02:31:47";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"682";"1362";"Y";"benq";"ODSX";"45";"2097152";"1018721";"2018-08-21 07:51:10";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"683";"1363";"Y";"benq";"YJ7N";"45";"2097152";"1526316";"2018-08-23 03:42:38";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-03-29 06:40:34";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"684";"1364";"Y";"明基电通";"LPKE";"45";"0";"0";"2018-08-23 08:26:23";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-02-26 16:00:11";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"685";"1365";"Y";"hzdyc";"QABY";"45";"104857600";"104852976";"2018-08-26 07:56:33";"2019-10-17 16:00:12";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"686";"1366";"Y";"company";"VSZO";"1";"2097152";"2097152";"2018-08-28 08:52:16";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"687";"1367";"Y";"恒华";"JH7K";"45";"2097152";"453747";"2018-08-29 02:37:37";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"688";"1368";"Y";"heshipei.com";"YIO8";"45";"2097152";"2091645";"2018-08-29 12:22:58";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"689";"1369";"Y";"恒华";"JFA0";"45";"2097152";"1169308";"2018-08-30 11:40:42";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"690";"1370";"Y";"恒华";"0OTV";"45";"2097152";"187444";"2018-08-30 12:34:55";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"691";"1371";"Y";"恒华";"XAVP";"45";"2097152";"641375";"2018-08-30 13:17:00";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"692";"1372";"Y";"BQC";"MHXM";"45";"2097152";"1504058";"2018-09-04 08:50:53";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-06-01 01:33:01";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"693";"1373";"Y";"LAWSON";"KOFY";"45";"2097152";"1868301";"2018-09-13 06:28:29";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"694";"1374";"Y";"无锡优易智能";"K3ZP";"45";"0";"0";"2018-09-14 03:26:46";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-03-20 16:00:19";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"695";"1375";"Y";"温州市实验中学";"CTZL";"45";"104857600";"103297150";"2018-09-25 03:01:32";"2019-10-17 16:00:12";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"696";"1376";"Y";"广东恒华鑫艺创新科技有限公司";"SRJW";"45";"2097152";"1367485";"2018-09-28 09:16:15";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"697";"1377";"Y";"恒华鑫艺";"LAHC";"45";"2097152";"207753";"2018-09-28 09:24:50";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"698";"1378";"Y";"恒华鑫艺";"YJ8A";"45";"2097152";"1069279";"2018-09-28 09:29:12";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"699";"1379";"Y";"恒华鑫艺";"I6J6";"45";"2097152";"915138";"2018-09-28 09:35:19";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"700";"1380";"Y";"明基";"SGPW";"45";"2097152";"2007842";"2018-10-10 07:22:34";"2019-10-17 16:00:12";"T";"E";"0";"0";"2020-01-02 09:43:30";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"701";"1381";"Y";"turkiye";"W6GL";"215";"2097152";"2097152";"2018-10-22 06:01:43";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"702";"1382";"Y";"benq";"S6OB";"45";"0";"0";"2018-10-23 06:51:32";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-04-28 16:00:10";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"703";"1383";"Y";"benq";"2PYY";"45";"2097152";"2097152";"2018-10-23 06:52:49";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"704";"1384";"Y";"恒华鑫艺";"FJP0";"45";"2097152";"1257994";"2018-10-25 08:07:42";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"705";"1385";"Y";"恒华鑫艺";"NIHV";"45";"2097152";"1392785";"2018-10-25 08:42:48";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"706";"1386";"Y";"恒华鑫艺";"S2C7";"45";"2097152";"134734";"2018-10-25 09:41:20";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"707";"1387";"Y";"拍档电子科技（上海）有限公司武汉";"DNII";"45";"2097152";"2097152";"2018-10-27 04:38:37";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"708";"1388";"Y";"bqc";"7YYJ";"45";"104857600";"103746514";"2018-10-31 04:59:54";"2019-10-17 16:00:12";"P";"Y";"0";"1";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"709";"1389";"Y";"paula20181016";"XACX";"45";"2097152";"1433620";"2018-11-01 07:11:04";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"710";"1390";"Y";"济南市长清区第一初级中学";"LTZM";"45";"104857600";"104410602";"2018-11-02 05:50:57";"2019-10-17 16:00:12";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"711";"1391";"Y";"看见光影";"AQN8";"45";"2097152";"2097152";"2018-11-07 08:29:20";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"712";"1392";"Y";"BenQ";"N9EA";"45";"0";"0";"2018-11-09 06:10:14";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-05-15 16:00:21";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"713";"1393";"Y";"佳云合创";"6A8N";"45";"2097152";"1988000";"2018-11-14 07:29:09";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"714";"1394";"Y";"上海厨意电子商务有限公司";"CBXM";"45";"2097152";"344793";"2018-11-20 02:36:49";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-08-02 07:01:55";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"715";"1395";"Y";"ABC";"4WFT";"45";"2097152";"2097152";"2018-11-20 03:00:00";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"716";"1396";"Y";"恒华";"DVEN";"45";"2097152";"865500";"2018-11-22 01:26:43";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"717";"1397";"Y";"恒华";"G9AC";"45";"2097152";"754596";"2018-11-22 02:04:03";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"718";"1398";"Y";"恒华";"2VHI";"45";"2097152";"930437";"2018-11-22 05:58:59";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"719";"1399";"Y";"恒华";"SRA4";"45";"2097152";"693681";"2018-11-22 07:49:17";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-08-27 08:34:37";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"720";"1400";"Y";"周黑鸭国际控股有限公司";"BGLI";"45";"2097152";"1057764";"2018-12-04 07:48:07";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"721";"1401";"Y";"fwe";"FMGH";"2";"0";"0";"2018-12-04 08:53:37";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-06-09 16:00:12";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"722";"1402";"Y";"明基";"LBOI";"45";"2097152";"2084272";"2018-12-05 03:11:15";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"723";"1403";"Y";"kaitlynyop2";"8X0E";"45";"104857600";"104322209";"2018-12-05 11:29:36";"2019-10-17 16:00:12";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"724";"1404";"Y";"拍档电子";"SYLI";"45";"2097152";"2049011";"2018-12-07 02:57:02";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"725";"1405";"Y";"BQC";"3LTE";"45";"2097152";"2097152";"2018-12-13 05:10:36";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"726";"1406";"Y";"恒华";"E1KV";"45";"2097152";"805250";"2018-12-20 01:15:29";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-07-28 03:08:46";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"727";"1407";"Y";"恒华";"5PDS";"45";"2097152";"900495";"2018-12-20 09:07:35";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"728";"1408";"Y";"恒华";"SNSV";"45";"2097152";"776238";"2018-12-20 09:18:53";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"729";"1409";"Y";"中天瑞合";"XNAZ";"45";"2097152";"2056226";"2018-12-24 08:13:05";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"730";"1410";"Y";"南京鑫炙垣科技有限公司";"WGA1";"45";"2097152";"1678629";"2018-12-26 05:33:39";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"731";"1411";"Y";"福建省精彩数字电子科技有限公司";"HLQN";"45";"2097152";"2097152";"2018-12-29 03:03:14";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"732";"1412";"Y";"明基";"CBHM";"45";"2097152";"2021843";"2018-12-29 06:53:52";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"733";"1413";"Y";"CCCKTPS";"R0TP";"92";"2097152";"2095236";"2019-01-02 06:39:39";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"734";"1414";"Y";"BenQ";"FIH0";"218";"104857600";"104857600";"2019-01-02 08:05:34";"2019-10-17 16:00:12";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"735";"1415";"Y";"nuistcmd";"RJPW";"45";"104857600";"104845770";"2019-01-08 03:48:10";"2019-10-17 16:00:12";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"736";"1416";"Y";"bhg";"8JQF";"45";"104857600";"97603235";"2019-01-10 14:44:53";"2019-10-17 16:00:12";"P";"Y";"0";"1";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"737";"1417";"Y";"Test";"HCJC";"218";"2097152";"2097152";"2019-01-11 01:05:18";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"738";"1418";"Y";"BQC";"KANZ";"45";"2097152";"2048536";"2019-01-11 07:29:55";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"739";"1419";"Y";"湖南科融信息科技有限公司";"KUGU";"45";"104857600";"104851927";"2019-01-16 07:18:55";"2019-10-17 16:00:12";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"740";"1420";"Y";"中泰集团";"HVLF";"45";"104857600";"104244432";"2019-01-16 10:18:20";"2019-10-17 16:00:12";"P";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"741";"1421";"Y";"中泰集团";"SHSB";"45";"0";"0";"2019-01-16 10:22:01";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-07-24 16:00:29";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"742";"1422";"Y";"benq";"FT7Q";"45";"0";"0";"2019-01-18 05:52:15";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-07-24 16:00:29";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"743";"1423";"Y";"benq";"CVL7";"45";"0";"0";"2019-01-18 05:54:02";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-07-24 16:00:29";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"744";"1424";"Y";"benq";"M1MX";"45";"2097152";"126303";"2019-01-18 05:55:42";"2019-10-17 16:00:12";"T";"E";"0";"0";"2019-10-12 09:16:02";"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"745";"1425";"Y";"BenQ";"VELV";"218";"2097152";"2096933";"2019-01-22 07:58:16";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"746";"1426";"Y";"benqtest";"VXHU";"45";"2097152";"2096259";"2019-01-23 03:32:13";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"747";"1427";"Y";"恒华";"798X";"45";"2097152";"799053";"2019-02-15 01:21:44";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
"748";"1428";"Y";"恒华";"LH4U";"45";"2097152";"629696";"2019-02-15 01:28:21";"2019-10-17 16:00:12";"T";"Y";"0";"0";NULL;"0000-00-00 00:00:00";"0000-00-00 00:00:00"
